Text,text,compound,negative,neutral,positive,sentiment
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .","Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",-0.3182,0.081,0.919,0.0,negative
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .","Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",0.0,0.0,1.0,0.0,neutral
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,-0.4767,0.119,0.881,0.0,negative
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .","Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",0.1531,0.067,0.848,0.085,positive
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,0.5423,0.0,0.8,0.2,positive
The company expects its net sales for the whole 2009 to remain below the 2008 level .,The company expects its net sales for the whole 2009 to remain below the 2008 level .,0.0,0.0,1.0,0.0,neutral
The employee negotiations are to address measures needed to adjust the operations to the present production situation .,The employee negotiations are to address measures needed to adjust the operations to the present production situation .,0.0,0.0,1.0,0.0,neutral
"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF","DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",0.0,0.0,1.0,0.0,neutral
"Steve Jackson , eBusiness Analyst at Satama and former CEO of Aboavista said : `` Google broke the mold when they gave away Google Analytics for free .","Steve Jackson , eBusiness Analyst at Satama and former CEO of Aboavista said : `` Google broke the mold when they gave away Google Analytics for free .",0.128,0.096,0.79,0.113,positive
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''","`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",0.7964,0.0,0.798,0.202,positive
"Via the plant , the Belgian company will feed 8.4 MW of electricity into the distribution grid and will be able to deliver up to 14 MW of heat .","Via the plant , the Belgian company will feed 8.4 MW of electricity into the distribution grid and will be able to deliver up to 14 MW of heat .",0.0,0.0,1.0,0.0,neutral
"The money will be spread mainly over 2011 and 2012 , the company said .","The money will be spread mainly over 2011 and 2012 , the company said .",0.0,0.0,1.0,0.0,neutral
"At this growth rate , paying off the national debt will be extremely painful .","At this growth rate , paying off the national debt will be extremely painful .",-0.4754,0.311,0.547,0.142,negative
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,The agreement strengthens our long-term partnership with Nokia Siemens Networks .,0.7351,0.0,0.563,0.437,positive
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .","These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",0.0,0.0,1.0,0.0,neutral
"The production capacity can be tripled without any major additional investments , the company said .","The production capacity can be tripled without any major additional investments , the company said .",0.0,0.0,1.0,0.0,neutral
SABMiller buys Meantime to quench thirst for craft beer,SABMiller buys Meantime to quench thirst for craft beer,0.0,0.0,1.0,0.0,neutral
Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,0.4019,0.0,0.903,0.097,positive
"The customer is then forwarded to the site , and unknown to him logged in with the first number .","The customer is then forwarded to the site , and unknown to him logged in with the first number .",0.0772,0.0,0.929,0.071,positive
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .","CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",0.6249,0.0,0.681,0.319,positive
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,0.4404,0.0,0.861,0.139,positive
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,0.0,0.0,1.0,0.0,neutral
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .","Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",0.0,0.0,1.0,0.0,neutral
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .","Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",-0.5574,0.213,0.787,0.0,negative
"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .","The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",0.5859,0.0,0.817,0.183,positive
Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .,Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .,-0.0258,0.139,0.727,0.133,neutral
"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .","SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .",0.0,0.0,1.0,0.0,neutral
"production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .","production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",0.0,0.0,1.0,0.0,neutral
Valeant CEO Pledges to Heed Critics After `Painful' Experience,Valeant CEO Pledges to Heed Critics After `Painful' Experience,-0.296,0.216,0.784,0.0,negative
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,0.0,0.0,1.0,0.0,neutral
Valeant Said to Name New CEO With Pearson Still Hospitalized,Valeant Said to Name New CEO With Pearson Still Hospitalized,0.0,0.0,1.0,0.0,neutral
"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .","Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",0.0,0.0,1.0,0.0,neutral
These companies will be able to keep their market positions .,These companies will be able to keep their market positions .,0.0,0.0,1.0,0.0,neutral
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .","`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",0.0,0.0,1.0,0.0,neutral
"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .","Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .",0.4404,0.0,0.775,0.225,positive
Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .,Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .,-0.4023,0.144,0.856,0.0,negative
"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .","Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .",0.743,0.0,0.759,0.241,positive
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,0.8225,0.0,0.688,0.312,positive
Currency conversions are based on exchange rates at the time of the deal .,Currency conversions are based on exchange rates at the time of the deal .,0.0,0.0,1.0,0.0,neutral
$INTC finally some nice downside move... looking for the 31 handle to break,$INTC finally some nice downside move... looking for the 31 handle to break,0.2023,0.127,0.696,0.177,positive
"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .","Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",0.6486,0.0,0.836,0.164,positive
@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,0.0,0.0,1.0,0.0,neutral
